# OpenTelemetry Metrics report: .csv, 4 fields: 
# <metric name>, <period start, nanoseconds>, <period end, nanoseconds>, <metric value>
# See CsvMetricsExporter for details.
# 
# NAME, PERIOD_START_NANOS, PERIOD_END_NANOS, VALUE
workspaceModel.moduleBridge.facet.initialization.ms,1716621363619000000,1716621375842000000,0
jps.load.initial.state.ms,1716621363619000000,1716621375842000000,4
workspaceModel.mutableEntityStorage.modify.entity.ms,1716621363619000000,1716621375842000000,2
workspaceModel.moduleManagerBridge.load.all.modules.ms,1716621363619000000,1716621375842000000,3
jps.project.serializers.save.ms,1716621363619000000,1716621375842000000,34
jps.facet.change.listener.process.change.events.ms,1716621363619000000,1716621375842000000,1
workspaceModel.moduleBridge.before.changed.ms,1716621363619000000,1716621375842000000,0
jps.modifiable.module.model.bridge.load.module.ms,1716621363619000000,1716621375842000000,0
jps.reload.project.entities.ms,1716621363619000000,1716621375842000000,0
jps.global.initialize.library.bridges.after.loading.ms,1716621363619000000,1716621375842000000,0
workspaceModel.mutableEntityStorage.referrers.ms,1716621363619000000,1716621375842000000,0
workspaceModel.global.apply.state.to.project.ms,1716621363619000000,1716621375842000000,0
jps.artifact.entities.serializer.load.entities.ms,1716621363619000000,1716621375842000000,0
workspaceModel.moduleManagerBridge.new.nonPersistent.module.ms,1716621363619000000,1716621375842000000,0
jps.apply.loaded.storage.ms,1716621363619000000,1716621375842000000,768
jps.save.global.entities.ms,1716621363619000000,1716621375842000000,1
jps.module.iml.entities.serializer.save.entities.ms,1716621363619000000,1716621375842000000,15
workspaceModel.load.cache.from.file.ms,1716621363619000000,1716621375842000000,0
jps.modifiable.module.model.bridge.new.module.ms,1716621363619000000,1716621375842000000,41
jps.global.get.libraries.ms,1716621363619000000,1716621375842000000,2
jps.global.handle.changed.events.ms,1716621363619000000,1716621375842000000,0
jps.library.entities.serializer.save.entities.ms,1716621363619000000,1716621375842000000,0
workspaceModel.mutableEntityStorage.add.entity.ms,1716621363619000000,1716621375842000000,16
workspaceModel.mutableEntityStorage.has.same.entities.ms,1716621363619000000,1716621375842000000,0
workspaceModel.moduleManagerBridge.set.unloadedModules.ms,1716621363619000000,1716621375842000000,0
workspaceModel.mutableEntityStorage.collect.changes.ms,1716621363619000000,1716621375842000000,0
jps.facet.change.listener.init.bridge.ms,1716621363619000000,1716621375842000000,2
workspaceModel.sync.entities.ms,1716621363619000000,1716621375842000000,0
workspaceModel.moduleManagerBridge.load.module.ms,1716621363619000000,1716621375842000000,0
workspaceModel.mutableEntityStorage.put.entity.ms,1716621363619000000,1716621375842000000,9
workspaceModel.moduleBridge.update.option.ms,1716621363619000000,1716621375842000000,0
workspaceModel.moduleManagerBridge.get.modules.ms,1716621363619000000,1716621375842000000,0
jps.app.storage.content.writer.save.component.ms,1716621363619000000,1716621375842000000,0
workspaceModel.global.apply.state.to.project.builder.ms,1716621363619000000,1716621375842000000,3
workspaceModel.global.updates.ms,1716621363619000000,1716621375842000000,0
jps.library.entities.serializer.load.entities.ms,1716621363619000000,1716621375842000000,0
workspaceModel.delayed.project.synchronizer.sync.ms,1716621363619000000,1716621375842000000,0
jps.project.serializers.load.ms,1716621363619000000,1716621375842000000,2
workspaceModel.mutableEntityStorage.mutable.vfurl.index.ms,1716621363619000000,1716621375842000000,0
workspaceModel.mutableEntityStorage.to.snapshot.ms,1716621363619000000,1716621375842000000,4
jps.modifiable.module.model.bridge.disposing.ms,1716621363619000000,1716621375842000000,0
jps.save.changed.project.entities.ms,1716621363619000000,1716621375842000000,34
workspaceModel.moduleManagerBridge.create.module.instance.ms,1716621363619000000,1716621375842000000,17
workspaceModel.moduleManagerBridge.build.module.graph.ms,1716621363619000000,1716621375842000000,1
workspaceModel.mutableEntityStorage.entities.ms,1716621363619000000,1716621375842000000,2
workspaceModel.moduleBridgeLoader.loading.modules.ms,1716621363619000000,1716621375842000000,840
workspaceModel.mutableEntityStorage.add.diff.ms,1716621363619000000,1716621375842000000,6
workspaceModel.mutableEntityStorage.mutable.ext.mapping.ms,1716621363619000000,1716621375842000000,1
workspaceModel.orphan.listener.update.ms,1716621363619000000,1716621375842000000,1
jps.global.initialize.library.bridges.ms,1716621363619000000,1716621375842000000,1
workspaceModel.mutableEntityStorage.remove.entity.ms,1716621363619000000,1716621375842000000,0
jps.artifact.entities.serializer.save.entities.ms,1716621363619000000,1716621375842000000,0
workspaceModel.moduleManagerBridge.newModule.ms,1716621363619000000,1716621375842000000,94
jps.global.get.library.ms,1716621363619000000,1716621375842000000,0
jps.modifiable.module.model.bridge.renaming.ms,1716621363619000000,1716621375842000000,0
workspaceModel.mutableEntityStorage.entities.by.source.ms,1716621363619000000,1716621375842000000,0
jps.module.iml.entities.serializer.load.entities.ms,1716621363619000000,1716621375842000000,0
jps.facet.change.listener.before.change.events.ms,1716621363619000000,1716621375842000000,0
FileNameCache.fastMisses,1716621363619000000,1716621375842000000,0
FileNameCache.queries,1716621363619000000,1716621375842000000,0
FileNameCache.totalMisses,1716621363619000000,1716621375842000000,0
AWTEventQueue.dispatchTimeTotalNS,1716621363619000000,1716621375842000000,366589987
NonBlockingReadAction.finalizedExecutionsCount,1716621363619000000,1716621375842000000,0
NonBlockingReadAction.failedExecutionTimeUs,1716621363619000000,1716621375842000000,0
NonBlockingReadAction.finalizedExecutionTimeUs,1716621363619000000,1716621375842000000,0
NonBlockingReadAction.failedExecutionsCount,1716621363619000000,1716621375842000000,0
